,Crop,Soil,Temperature,Soil_Texture,Soil_Colour,Drainage,Water_holding_capacity,Sunlight,Yield
1298,Chilli,Black,30,Clayey,Black,Low,High,low,Good
1299,Tomato,Black,30,Clayey,Black,Low,High,nor,Poor
1300,Potato,Black,32,Clayey,Black,Low,High,nor,Poor
1301,Potato,Alluvial,33,Loamy,Brown,Medium,Medium,low-,Average
1302,Chilli,Black,33,Clayey,Black,Low,High,low-,Good
1303,Tomato,Black,33,Clayey,Black,Low,High,low-,Poor
1304,Potato,Black,33,Clayey,Black,Low,High,low-,Poor
1305,Potato,Alluvial,25,Loamy,Brown,Medium,Medium,hgh,Average
1306,Chilli,Black,25,Clayey,Black,Low,High,hgh,Good
1307,Tomato,Black,25,Clayey,Black,Low,High,hgh,Poor
1308,Potato,Black,25,Clayey,Black,Low,High,hgh,Poor
1309,Potato,Alluvial,25,Loamy,Brown,Medium,Medium,low,Average
1310,Chilli,Black,27,Clayey,Black,Low,High,low,Average
1311,Tomato,Black,27,Clayey,Black,Low,High,low,Good
1312,Potato,Black,27,Clayey,Black,Low,High,low,Poor
1313,Potato,Alluvial,27,Loamy,Brown,Medium,Medium,low,Poor
1314,Chilli,Black,26,Clayey,Black,Low,High,nor-,Poor
1315,Tomato,Black,26,Clayey,Black,Low,High,nor-,Average
1316,Potato,Black,26,Clayey,Black,Low,High,nor-,Good
1317,Potato,Alluvial,26,Loamy,Brown,Medium,Medium,nor-,Poor
1318,Chilli,Black,26,Clayey,Black,Low,High,nor-,Good
1319,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1320,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1321,Potato,Red,13,Sandy,Red,High,Low,low,Average
1322,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1323,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1324,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1325,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1326,Potato,Red,13,Sandy,Red,High,Low,low,Average
1327,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1328,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1329,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1330,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1331,Potato,Red,13,Sandy,Red,High,Low,low,Average
1332,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1333,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1334,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1335,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1336,Potato,Red,13,Sandy,Red,High,Low,low,Average
1337,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1338,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1339,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1340,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1341,Potato,Red,13,Sandy,Red,High,Low,low,Average
1342,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1343,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1344,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1345,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1346,Potato,Red,13,Sandy,Red,High,Low,low,Average
1347,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1348,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1349,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1350,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1351,Potato,Red,13,Sandy,Red,High,Low,low,Average
1352,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1353,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1354,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1355,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1356,Potato,Red,13,Sandy,Red,High,Low,low,Average
1357,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1358,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1359,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1360,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1361,Potato,Red,13,Sandy,Red,High,Low,low,Average
1362,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1363,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1364,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1365,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1366,Potato,Red,13,Sandy,Red,High,Low,low,Average
1367,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1368,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1369,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1370,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1371,Potato,Red,11,Sandy,Red,High,Low,low,Average
1372,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1373,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1374,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1375,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1376,Potato,Red,11,Sandy,Red,High,Low,low,Average
1377,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1378,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1379,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1380,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1381,Potato,Red,11,Sandy,Red,High,Low,low,Average
1382,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1383,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1384,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1385,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1386,Potato,Red,11,Sandy,Red,High,Low,low,Average
1387,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1388,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1389,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1390,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1391,Potato,Red,11,Sandy,Red,High,Low,low,Average
1392,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1393,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1394,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
1395,Tomato,Red,12,Sandy,Red,High,Low,low,Good
1396,Potato,Red,12,Sandy,Red,High,Low,low,Average
1397,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1398,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1399,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
1400,Tomato,Red,12,Sandy,Red,High,Low,low,Good
1401,Potato,Red,12,Sandy,Red,High,Low,low,Average
1402,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1403,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1404,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
1405,Tomato,Red,12,Sandy,Red,High,Low,low,Good
1406,Potato,Red,12,Sandy,Red,High,Low,low,Average
1407,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1408,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1409,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
1410,Tomato,Red,12,Sandy,Red,High,Low,low,Good
1411,Potato,Red,12,Sandy,Red,High,Low,low,Average
1412,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1413,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1414,Chilli,Red,12,Sandy,Red,High,Low,low,Poor
1415,Tomato,Red,12,Sandy,Red,High,Low,low,Good
1416,Potato,Red,12,Sandy,Red,High,Low,low,Average
1417,Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1418,Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
1419,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1420,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1421,Potato,Red,13,Sandy,Red,High,Low,low,Average
1422,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1423,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1424,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1425,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1426,Potato,Red,13,Sandy,Red,High,Low,low,Average
1427,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1428,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1429,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1430,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1431,Potato,Red,13,Sandy,Red,High,Low,low,Average
1432,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1433,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1434,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1435,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1436,Potato,Red,13,Sandy,Red,High,Low,low,Average
1437,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1438,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1439,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1440,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1441,Potato,Red,13,Sandy,Red,High,Low,low,Average
1442,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1443,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1444,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1445,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1446,Potato,Red,15,Sandy,Red,High,Low,low,Average
1447,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1448,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1449,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1450,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1451,Potato,Red,15,Sandy,Red,High,Low,low,Average
1452,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1453,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1454,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1455,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1456,Potato,Red,15,Sandy,Red,High,Low,low,Average
1457,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1458,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1459,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1460,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1461,Potato,Red,15,Sandy,Red,High,Low,low,Average
1462,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1463,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1464,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1465,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1466,Potato,Red,15,Sandy,Red,High,Low,low,Average
1467,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1468,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1469,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1470,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1471,Potato,Red,15,Sandy,Red,High,Low,low,Average
1472,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1473,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1474,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1475,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1476,Potato,Red,15,Sandy,Red,High,Low,low,Average
1477,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1478,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1479,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1480,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1481,Potato,Red,15,Sandy,Red,High,Low,low,Average
1482,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1483,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1484,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1485,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1486,Potato,Red,15,Sandy,Red,High,Low,low,Average
1487,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1488,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1489,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1490,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1491,Potato,Red,15,Sandy,Red,High,Low,low,Average
1492,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1493,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1494,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1495,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1496,Potato,Red,14,Sandy,Red,High,Low,low,Average
1497,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1498,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1499,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1500,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1501,Potato,Red,14,Sandy,Red,High,Low,low,Average
1502,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1503,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1504,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1505,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1506,Potato,Red,14,Sandy,Red,High,Low,low,Average
1507,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1508,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1509,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1510,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1511,Potato,Red,14,Sandy,Red,High,Low,low,Average
1512,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1513,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1514,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1515,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1516,Potato,Red,14,Sandy,Red,High,Low,low,Average
1517,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1518,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1519,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1520,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1521,Potato,Red,13,Sandy,Red,High,Low,low,Average
1522,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1523,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1524,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1525,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1526,Potato,Red,13,Sandy,Red,High,Low,low,Average
1527,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1528,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1529,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1530,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1531,Potato,Red,13,Sandy,Red,High,Low,low,Average
1532,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1533,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1534,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1535,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1536,Potato,Red,13,Sandy,Red,High,Low,low,Average
1537,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1538,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1539,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1540,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1541,Potato,Red,13,Sandy,Red,High,Low,low,Average
1542,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1543,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1544,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1545,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1546,Potato,Red,14,Sandy,Red,High,Low,low,Average
1547,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1548,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1549,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1550,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1551,Potato,Red,14,Sandy,Red,High,Low,low,Average
1552,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1553,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1554,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1555,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1556,Potato,Red,14,Sandy,Red,High,Low,low,Average
1557,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1558,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1559,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1560,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1561,Potato,Red,14,Sandy,Red,High,Low,low,Average
1562,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1563,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1564,Chilli,Red,14,Sandy,Red,High,Low,low,Poor
1565,Tomato,Red,14,Sandy,Red,High,Low,low,Good
1566,Potato,Red,14,Sandy,Red,High,Low,low,Average
1567,Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1568,Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
1569,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1570,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1571,Potato,Red,15,Sandy,Red,High,Low,low,Average
1572,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1573,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1574,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1575,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1576,Potato,Red,15,Sandy,Red,High,Low,low,Average
1577,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1578,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1579,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1580,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1581,Potato,Red,15,Sandy,Red,High,Low,low,Average
1582,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1583,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1584,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1585,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1586,Potato,Red,15,Sandy,Red,High,Low,low,Average
1587,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1588,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1589,Chilli,Red,15,Sandy,Red,High,Low,low,Poor
1590,Tomato,Red,15,Sandy,Red,High,Low,low,Good
1591,Potato,Red,15,Sandy,Red,High,Low,low,Average
1592,Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1593,Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
1594,Chilli,Red,16,Sandy,Red,High,Low,low,Poor
1595,Tomato,Red,16,Sandy,Red,High,Low,low,Good
1596,Potato,Red,16,Sandy,Red,High,Low,low,Average
1597,Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1598,Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1599,Chilli,Red,16,Sandy,Red,High,Low,low,Poor
1600,Tomato,Red,16,Sandy,Red,High,Low,low,Good
1601,Potato,Red,16,Sandy,Red,High,Low,low,Average
1602,Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1603,Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1604,Chilli,Red,16,Sandy,Red,High,Low,low,Poor
1605,Tomato,Red,16,Sandy,Red,High,Low,low,Good
1606,Potato,Red,16,Sandy,Red,High,Low,low,Average
1607,Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1608,Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1609,Chilli,Red,16,Sandy,Red,High,Low,low,Poor
1610,Tomato,Red,16,Sandy,Red,High,Low,low,Good
1611,Potato,Red,16,Sandy,Red,High,Low,low,Average
1612,Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1613,Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1614,Chilli,Red,16,Sandy,Red,High,Low,low,Poor
1615,Tomato,Red,16,Sandy,Red,High,Low,low,Good
1616,Potato,Red,16,Sandy,Red,High,Low,low,Average
1617,Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1618,Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
1619,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1620,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1621,Potato,Red,13,Sandy,Red,High,Low,low,Average
1622,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1623,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1624,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1625,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1626,Potato,Red,13,Sandy,Red,High,Low,low,Average
1627,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1628,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1629,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1630,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1631,Potato,Red,13,Sandy,Red,High,Low,low,Average
1632,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1633,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1634,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1635,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1636,Potato,Red,13,Sandy,Red,High,Low,low,Average
1637,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1638,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1639,Chilli,Red,13,Sandy,Red,High,Low,low,Poor
1640,Tomato,Red,13,Sandy,Red,High,Low,low,Good
1641,Potato,Red,13,Sandy,Red,High,Low,low,Average
1642,Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1643,Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
1644,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1645,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1646,Potato,Red,11,Sandy,Red,High,Low,low,Average
1647,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1648,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1649,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1650,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1651,Potato,Red,11,Sandy,Red,High,Low,low,Average
1652,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1653,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1654,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1655,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1656,Potato,Red,11,Sandy,Red,High,Low,low,Average
1657,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1658,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1659,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1660,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1661,Potato,Red,11,Sandy,Red,High,Low,low,Average
1662,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1663,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1664,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
1665,Tomato,Red,11,Sandy,Red,High,Low,low,Good
1666,Potato,Red,11,Sandy,Red,High,Low,low,Average
1667,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1668,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
1669,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
1670,Tomato,Red,7,Sandy,Red,High,Low,low,Good
1671,Potato,Red,7,Sandy,Red,High,Low,low,Average
1672,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1673,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1674,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
1675,Tomato,Red,7,Sandy,Red,High,Low,low,Good
1676,Potato,Red,7,Sandy,Red,High,Low,low,Average
1677,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1678,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1679,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
1680,Tomato,Red,7,Sandy,Red,High,Low,low,Good
1681,Potato,Red,7,Sandy,Red,High,Low,low,Average
1682,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1683,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1684,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
1685,Tomato,Red,7,Sandy,Red,High,Low,low,Good
1686,Potato,Red,7,Sandy,Red,High,Low,low,Average
1687,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1688,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1689,Chilli,Red,7,Sandy,Red,High,Low,low,Poor
1690,Tomato,Red,7,Sandy,Red,High,Low,low,Good
1691,Potato,Red,7,Sandy,Red,High,Low,low,Average
1692,Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1693,Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
1694,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
1695,Tomato,Red,8,Sandy,Red,High,Low,low,Good
1696,Potato,Red,8,Sandy,Red,High,Low,low,Average
1697,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1698,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1699,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
1700,Tomato,Red,8,Sandy,Red,High,Low,low,Good
1701,Potato,Red,8,Sandy,Red,High,Low,low,Average
1702,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1703,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1704,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
1705,Tomato,Red,8,Sandy,Red,High,Low,low,Good
1706,Potato,Red,8,Sandy,Red,High,Low,low,Average
1707,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1708,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
1709,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
