Crop,Soil,Temperature,Soil Texture,Soil Colour,Drainage,Water holding capacity,Sunlight,Yield
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,7,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,7,Sandy,Red,High,Low,nor-,Good
Potato,Red,7,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,7,Sandy,Red,High,Low,nor,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,7,Sandy,Red,High,Low,low-,Poor
Tomato,Red,7,Sandy,Red,High,Low,low-,Good
Potato,Red,7,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,7,Sandy,Red,High,Low,low-,Poor
Tomato,Red,7,Sandy,Red,High,Low,low-,Good
Potato,Red,7,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,10,Sandy,Red,High,Low,low-,Poor
Tomato,Red,10,Sandy,Red,High,Low,low-,Good
Potato,Red,10,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,10,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,10,Sandy,Red,High,Low,low,Good
Potato,Red,10,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,nor-,Good
Potato,Red,10,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,low,Good
Potato,Red,10,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,low,Good
Potato,Red,10,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,nor-,Good
Potato,Red,11,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,11,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,11,Sandy,Red,High,Low,nor,Good
Potato,Red,11,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
Tomato,Red,11,Sandy,Red,High,Low,low-,Good
Potato,Red,11,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
Tomato,Red,11,Sandy,Red,High,Low,low-,Good
Potato,Red,11,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,11,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,11,Sandy,Red,High,Low,HGH,Good
Potato,Red,11,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,11,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,11,Sandy,Red,High,Low,HGH,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low-,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,11,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,11,Sandy,Red,High,Low,nor-,Good
Potato,Red,11,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor+,Good
Chilli,Red,11,Sandy,Red,High,Low,nor+,Poor
Tomato,Red,11,Sandy,Red,High,Low,nor+,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,8,Sandy,Red,High,Low,HGH,Good
Potato,Red,8,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,low,Good
Potato,Red,10,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,low-,Good
Potato,Red,10,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,10,Sandy,Red,High,Low,low,Poor
Tomato,Red,10,Sandy,Red,High,Low,low-,Good
Potato,Red,10,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,10,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,10,Sandy,Red,High,Low,nor-,Good
Potato,Red,10,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,10,Sandy,Red,High,Low,nor,Poor
Tomato,Red,10,Sandy,Red,High,Low,nor,Good
Potato,Red,10,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,10,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,10,Loamy,Brown,Medium,Medium,nor,Good
Chilli,Red,11,Sandy,Red,High,Low,nor,Poor
Tomato,Red,11,Sandy,Red,High,Low,low-,Good
Potato,Red,11,Sandy,Red,High,Low,low-,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,11,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,11,Sandy,Red,High,Low,HGH,Good
Potato,Red,11,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,11,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,11,Sandy,Red,High,Low,nor-,Good
Potato,Red,11,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
Potato,Red,8,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,nor,Good
Potato,Red,8,Sandy,Red,High,Low,nor,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
Tomato,Red,8,Sandy,Red,High,Low,low-,Good
Potato,Red,8,Sandy,Red,High,Low,HGH,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,HGH,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,HGH,Good
Chilli,Red,9,Sandy,Red,High,Low,HGH,Poor
Tomato,Red,9,Sandy,Red,High,Low,low,Good
Potato,Red,9,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,9,Sandy,Red,High,Low,low,Poor
Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
Potato,Red,9,Sandy,Red,High,Low,nor-,Average
Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
